chr,start,end,length,abs_summit,pileup,#NAME?,fold_enrichment,#NAME?,name
chr1,23385835,23386292,458,23386180,47,9.75074,2.76269,6.4454,meDIP2x_TIvsCI_peak_70
chr1,23389079,23389459,381,23389225,38,9.66515,3.0902,6.37544,meDIP2x_TIvsCI_peak_71
chr1,23390027,23390416,390,23390180,36,12.40456,3.91481,8.80111,meDIP2x_TIvsCI_peak_72
chr1,23886652,23887139,488,23886979,24,7.40202,3.2751,4.44635,meDIP2x_TIvsCI_peak_73
chr1,24758563,24758862,300,24758753,19,9.67297,4.79704,6.37842,meDIP2x_TIvsCI_peak_74
chr1,25261975,25262215,241,25262155,55,8.54708,2.36159,5.4057,meDIP2x_TIvsCI_peak_75
chr1,25423532,25423814,283,25423610,21,12.68067,5.94658,9.04418,meDIP2x_TIvsCI_peak_76
chr1,25826799,25827071,273,25826909,50,10.73682,2.84875,7.31167,meDIP2x_TIvsCI_peak_77
chr1,26066720,26067118,399,26067029,33,7.12677,2.69402,4.2078,meDIP2x_TIvsCI_peak_78
chr1,26222085,26222368,284,26222240,28,8.8376,3.45449,5.65424,meDIP2x_TIvsCI_peak_79
chr1,26366634,26367323,690,26366738,52,11.24365,2.87562,7.75797,meDIP2x_TIvsCI_peak_80
chr1,26583464,26583763,300,26583591,29,5.31406,2.37708,2.75258,meDIP2x_TIvsCI_peak_81
chr1,26784662,26785128,467,26784799,59,20.59997,4.28071,16.40609,meDIP2x_TIvsCI_peak_82
chr1,27029282,27029676,395,27029325,29,4.95295,2.28159,2.4933,meDIP2x_TIvsCI_peak_83
chr1,27030328,27030825,498,27030757,50,6.93929,2.19973,4.05549,meDIP2x_TIvsCI_peak_84
chr1,27059191,27059453,263,27059358,29,8.14988,3.17417,5.06888,meDIP2x_TIvsCI_peak_85
chr1,27124842,27125077,236,27124922,25,7.70663,3.30508,4.68615,meDIP2x_TIvsCI_peak_86
chr1,27243701,27244207,507,27244129,88,8.60594,1.96168,5.45826,meDIP2x_TIvsCI_peak_87
chr1,27481690,27481997,308,27481792,26,7.65604,3.21624,4.64295,meDIP2x_TIvsCI_peak_88
chr1,27509382,27509675,294,27509451,91,12.36846,2.29499,8.76813,meDIP2x_TIvsCI_peak_89
chr1,27559591,27559886,296,27559774,82,10.56311,2.21651,7.15535,meDIP2x_TIvsCI_peak_90
chr1,27596866,27597149,284,27597022,57,4.75376,1.77411,2.32753,meDIP2x_TIvsCI_peak_91
chr1,27661202,27662218,1017,27661330,51,15.93747,3.80202,12.02635,meDIP2x_TIvsCI_peak_92
chr1,27663840,27664302,463,27664005,61,21.64505,4.36461,17.39648,meDIP2x_TIvsCI_peak_93
chr1,27664556,27664991,436,27664830,33,14.54775,4.86058,10.75595,meDIP2x_TIvsCI_peak_94
chr1,27665968,27666239,272,27666159,36,9.14213,3.05979,5.91703,meDIP2x_TIvsCI_peak_95
chr1,27793621,27794479,859,27793953,60,14.84636,3.21747,11.0223,meDIP2x_TIvsCI_peak_96
chr1,27888331,27888595,265,27888337,52,4.78461,1.82791,2.35554,meDIP2x_TIvsCI_peak_97
chr1,28510633,28510880,248,28510763,43,7.91909,2.53246,4.87342,meDIP2x_TIvsCI_peak_98
chr1,28511449,28512041,593,28511726,41,11.3194,3.32791,7.82508,meDIP2x_TIvsCI_peak_99
chr1,28520048,28520714,667,28520524,39,6.5882,2.37443,3.77713,meDIP2x_TIvsCI_peak_100
chr1,28604722,28605076,355,28604795,48,8.93304,2.58452,5.73775,meDIP2x_TIvsCI_peak_101
chr1,28673992,28674285,294,28674124,22,10.88444,4.89628,7.4304,meDIP2x_TIvsCI_peak_102
chr1,28682783,28683064,282,28682933,22,7.97535,3.66122,4.92229,meDIP2x_TIvsCI_peak_103
chr1,28763237,28763521,285,28763374,24,6.53596,2.978,3.73992,meDIP2x_TIvsCI_peak_104
chr1,29072073,29072429,357,29072193,17,4.41949,2.64307,2.09596,meDIP2x_TIvsCI_peak_105
chr1,29270626,29271427,802,29270776,72,35.43169,6.31263,30.66458,meDIP2x_TIvsCI_peak_106
chr1,29384453,29385173,721,29384990,42,10.71098,3.14398,7.29294,meDIP2x_TIvsCI_peak_107
chr1,29426557,29427030,474,29426966,43,6.61866,2.28299,3.80093,meDIP2x_TIvsCI_peak_108
chr1,29502258,29502593,336,29502512,32,9.21202,3.29626,5.96845,meDIP2x_TIvsCI_peak_109
chr1,29502979,29503310,332,29503178,38,7.72069,2.64705,4.69828,meDIP2x_TIvsCI_peak_110
chr1,29955483,29956032,550,29955721,27,8.92138,3.55932,5.72686,meDIP2x_TIvsCI_peak_111
chr1,29971095,29971396,302,29971251,48,16.28708,4.05216,12.35303,meDIP2x_TIvsCI_peak_112
chr1,29976618,29976889,272,29976653,22,5.26126,2.6637,2.71168,meDIP2x_TIvsCI_peak_113
chr1,29980436,29980736,301,29980544,44,10.17462,2.94858,6.81281,meDIP2x_TIvsCI_peak_114
chr1,29999070,29999346,277,29999175,40,9.14696,2.88628,5.91703,meDIP2x_TIvsCI_peak_115
chr1,30008373,30008796,424,30008510,48,14.79817,3.72659,10.97886,meDIP2x_TIvsCI_peak_116
chr1,30013916,30014306,391,30014060,32,9.89776,3.49159,6.57529,meDIP2x_TIvsCI_peak_117
chr1,30017775,30018026,252,30017860,40,8.21965,2.68649,5.12943,meDIP2x_TIvsCI_peak_118
chr1,30022429,30022694,266,30022612,38,10.23149,3.22519,6.86038,meDIP2x_TIvsCI_peak_119
chr1,30454461,30455000,540,30454711,58,9.06378,2.38198,5.85525,meDIP2x_TIvsCI_peak_120
chr1,30573463,30574081,619,30573727,38,16.80064,5.02674,12.82817,meDIP2x_TIvsCI_peak_121
chr1,30579265,30579517,253,30579378,65,15.8685,3.21268,11.96141,meDIP2x_TIvsCI_peak_122
chr1,30583981,30584256,276,30584031,38,5.2255,2.11602,2.699,meDIP2x_TIvsCI_peak_123
chr1,30623673,30623993,321,30623932,54,8.84218,2.42757,5.65844,meDIP2x_TIvsCI_peak_124
chr1,30624571,30625129,559,30624635,40,6.88552,2.40891,4.01019,meDIP2x_TIvsCI_peak_125
chr1,30625567,30625805,239,30625636,30,8.12281,3.10637,5.04541,meDIP2x_TIvsCI_peak_126
chr1,30626556,30626827,272,30626744,61,11.08101,2.61462,7.61029,meDIP2x_TIvsCI_peak_127
chr1,30627137,30627584,448,30627443,48,13.47049,3.44945,9.76564,meDIP2x_TIvsCI_peak_128
chr1,31356468,31356851,384,31356608,45,9.70455,2.81898,6.4041,meDIP2x_TIvsCI_peak_129
chr1,31692112,31692375,264,31692352,48,6.80742,2.21437,3.93855,meDIP2x_TIvsCI_peak_130
chr1,32008017,32008458,442,32008104,66,7.49377,2.04941,4.52749,meDIP2x_TIvsCI_peak_131
chr1,32101508,32101832,325,32101628,52,13.32408,3.24795,9.63346,meDIP2x_TIvsCI_peak_132
chr1,32152159,32152733,575,32152533,43,16.88563,4.56627,12.90812,meDIP2x_TIvsCI_peak_133
chr1,33069630,33070057,428,33069775,95,16.47797,2.6381,12.53341,meDIP2x_TIvsCI_peak_134
chr1,33071649,33072144,496,33071767,78,13.39085,2.58343,9.69322,meDIP2x_TIvsCI_peak_135
chr1,33227717,33227962,246,33227855,34,9.17803,3.17146,5.93834,meDIP2x_TIvsCI_peak_136
chr1,33239311,33239554,244,33239380,77,11.18773,2.34794,7.7117,meDIP2x_TIvsCI_peak_137
chr1,33281349,33281718,370,33281364,40,5.36533,2.10394,2.8002,meDIP2x_TIvsCI_peak_138
chr1,33332501,33332853,353,33332519,95,12.31557,2.24676,8.71815,meDIP2x_TIvsCI_peak_139
chr1,33849561,33849847,287,33849664,40,7.79342,2.59662,4.76361,meDIP2x_TIvsCI_peak_140
chr1,33984323,33984602,280,33984419,31,12.4175,4.36058,8.81192,meDIP2x_TIvsCI_peak_141
chr1,35240708,35240987,280,35240792,16,8.3215,4.59508,5.20033,meDIP2x_TIvsCI_peak_142
chr1,35452571,35452864,294,35452589,38,4.93959,2.05707,2.49284,meDIP2x_TIvsCI_peak_143
chr1,35981796,35982223,428,35981923,16,7.32811,4.07749,4.38101,meDIP2x_TIvsCI_peak_144
chr1,36016645,36016905,261,36016763,22,12.20581,5.5166,8.6198,meDIP2x_TIvsCI_peak_145
chr1,36166691,36166940,250,36166743,24,13.98701,5.9963,10.23396,meDIP2x_TIvsCI_peak_146
chr1,36625723,36626279,557,36625828,22,7.97535,3.66122,4.92229,meDIP2x_TIvsCI_peak_147
chr1,36772211,36772484,274,36772328,19,10.8732,5.40598,7.4228,meDIP2x_TIvsCI_peak_148
chr1,36999980,37000227,248,36999990,23,4.62589,2.40493,2.21505,meDIP2x_TIvsCI_peak_149
chr1,37881888,37882164,277,37882045,18,8.86912,4.55719,5.67942,meDIP2x_TIvsCI_peak_150
chr1,38440345,38440631,287,38440585,14,6.74017,4.05449,3.88076,meDIP2x_TIvsCI_peak_151
chr1,40654246,40654481,236,40654326,74,10.67829,2.33179,7.26449,meDIP2x_TIvsCI_peak_152
chr1,40902662,40902922,261,40902849,20,6.70598,3.34285,3.87069,meDIP2x_TIvsCI_peak_153
chr1,41005149,41005446,298,41005218,29,7.57944,3.00616,4.58497,meDIP2x_TIvsCI_peak_154
chr1,41266398,41266835,438,41266459,20,7.45059,3.64973,4.48728,meDIP2x_TIvsCI_peak_155
chr1,41382517,41382800,284,41382610,27,8.23939,3.33537,5.14636,meDIP2x_TIvsCI_peak_156
chr1,41549108,41549380,273,41549194,43,8.32394,2.61187,5.20216,meDIP2x_TIvsCI_peak_157
chr1,42827018,42827432,415,42827082,76,10.48079,2.28156,7.08683,meDIP2x_TIvsCI_peak_158
chr1,43394916,43395187,272,43395160,31,4.74778,2.17194,2.32178,meDIP2x_TIvsCI_peak_159
chr1,43563781,43564239,459,43563938,85,11.67728,2.29663,8.15462,meDIP2x_TIvsCI_peak_160
chr1,43579417,43579817,401,43579747,40,5.66121,2.16256,3.0296,meDIP2x_TIvsCI_peak_161
chr1,43595732,43596051,320,43595873,77,4.65704,1.62465,2.24376,meDIP2x_TIvsCI_peak_162
chr1,43596493,43596901,409,43596643,111,5.70974,1.58364,3.07336,meDIP2x_TIvsCI_peak_163
chr1,44822320,44822634,315,44822383,16,5.63187,3.25319,3.00454,meDIP2x_TIvsCI_peak_164
chr1,45813379,45813773,395,45813486,68,9.66175,2.29607,6.37294,meDIP2x_TIvsCI_peak_165
chr1,46823501,46823743,243,46823600,21,7.33127,3.50204,4.38101,meDIP2x_TIvsCI_peak_166
chr1,48331122,48331360,239,48331175,88,7.70567,1.87439,4.68615,meDIP2x_TIvsCI_peak_167
chr1,48633738,48633997,260,48633757,16,4.41012,2.70612,2.09436,meDIP2x_TIvsCI_peak_168
chr1,48734690,48734987,298,48734897,31,7.57373,2.89962,4.5816,meDIP2x_TIvsCI_peak_169
chr1,48763319,48763571,253,48763436,19,8.55063,4.25764,5.4057,meDIP2x_TIvsCI_peak_170
chr1,49808742,49809003,262,49808835,24,7.77403,3.4067,4.7456,meDIP2x_TIvsCI_peak_171
chr1,49879447,49879755,309,49879687,84,14.82965,2.64269,11.00665,meDIP2x_TIvsCI_peak_172
chr1,50536168,50536468,301,50536406,14,4.43311,2.87046,2.10146,meDIP2x_TIvsCI_peak_173
chr1,50659206,50659479,274,50659253,100,6.32325,1.67888,3.55826,meDIP2x_TIvsCI_peak_174
chr1,51488944,51489438,495,51489079,25,10.01304,4.13877,6.66535,meDIP2x_TIvsCI_peak_175
chr1,51703619,51703877,259,51703846,28,5.26214,2.39822,2.71168,meDIP2x_TIvsCI_peak_176
chr1,51859300,51859536,237,51859423,20,10.49764,5.03689,7.09958,meDIP2x_TIvsCI_peak_177
chr1,52053007,52053260,254,52053149,31,10.91755,3.8745,7.46127,meDIP2x_TIvsCI_peak_178
chr1,52071070,52071668,599,52071219,21,8.12095,3.82352,5.04541,meDIP2x_TIvsCI_peak_179
chr1,52781824,52782201,378,52782044,125,24.23642,2.87772,19.85914,meDIP2x_TIvsCI_peak_180
chr1,52782644,52783554,911,52783212,125,15.76885,2.25268,11.87149,meDIP2x_TIvsCI_peak_181
chr1,52784054,52784953,900,52784194,124,11.25399,1.94145,7.76791,meDIP2x_TIvsCI_peak_182
chr1,52785991,52786414,424,52786287,121,17.10725,2.38453,13.11403,meDIP2x_TIvsCI_peak_183
chr1,52788879,52789226,348,52789095,116,9.7852,1.87886,6.47372,meDIP2x_TIvsCI_peak_184
chr1,52789560,52789944,385,52789812,128,10.05219,1.83774,6.70256,meDIP2x_TIvsCI_peak_185
chr1,52792467,52792862,396,52792645,310,100.31404,4.46411,94.54994,meDIP2x_TIvsCI_peak_186
chr1,52799420,52800041,622,52799939,99,5.60982,1.6196,2.99085,meDIP2x_TIvsCI_peak_187
chr1,52801706,52802132,427,52801876,141,29.07592,3.01756,24.50714,meDIP2x_TIvsCI_peak_188
chr1,52802593,52802892,300,52802750,101,5.75205,1.6242,3.10464,meDIP2x_TIvsCI_peak_189
chr1,52804004,52804354,351,52804219,125,16.07127,2.27415,12.15176,meDIP2x_TIvsCI_peak_190
chr1,52804606,52805030,425,52804882,104,6.95778,1.71525,4.07248,meDIP2x_TIvsCI_peak_191
chr1,52810374,52810612,239,52810466,127,12.89848,2.03821,9.24437,meDIP2x_TIvsCI_peak_192
chr1,52811596,52811882,287,52811797,367,88.78606,3.50287,83.12254,meDIP2x_TIvsCI_peak_193
chr1,53130575,53131055,481,53130952,36,8.61564,2.93173,5.46551,meDIP2x_TIvsCI_peak_194
chr1,53168726,53169262,537,53168912,32,12.211,4.19491,8.62364,meDIP2x_TIvsCI_peak_195
chr1,53218073,53218354,282,53218168,14,6.10116,3.71165,3.36934,meDIP2x_TIvsCI_peak_196
chr1,53291236,53291501,266,53291354,17,8.43884,4.49575,5.30772,meDIP2x_TIvsCI_peak_197
chr1,53405592,53405827,236,53405703,56,15.57152,3.49308,11.68538,meDIP2x_TIvsCI_peak_198
chr1,53887228,53887510,283,53887373,21,12.68067,5.94658,9.04418,meDIP2x_TIvsCI_peak_199
chr1,53921905,53922156,252,53922136,70,8.87723,2.17176,5.68698,meDIP2x_TIvsCI_peak_200
chr1,54276738,54276998,261,54276779,27,8.23939,3.33537,5.14636,meDIP2x_TIvsCI_peak_201
chr1,54281856,54282127,272,54281963,18,7.81299,4.04475,4.77769,meDIP2x_TIvsCI_peak_202
chr1,55224028,55224265,238,55224224,24,8.50054,3.67093,5.36279,meDIP2x_TIvsCI_peak_203
chr1,55589096,55589405,310,55589225,24,6.00426,2.80172,3.29931,meDIP2x_TIvsCI_peak_204
chr1,55656196,55656541,346,55656362,30,13.72424,4.93469,9.99469,meDIP2x_TIvsCI_peak_205
chr1,55782672,55782939,268,55782820,31,20.7223,7.67527,16.51262,meDIP2x_TIvsCI_peak_206
chr1,55783415,55783660,246,55783518,32,12.211,4.19491,8.62364,meDIP2x_TIvsCI_peak_207
chr1,55927212,55927492,281,55927295,23,10.5267,4.59273,7.12088,meDIP2x_TIvsCI_peak_208
chr1,56079213,56079822,610,56079302,42,8.28676,2.63513,5.19007,meDIP2x_TIvsCI_peak_209
chr1,56393291,56393727,437,56393621,43,23.26351,6.46083,18.93317,meDIP2x_TIvsCI_peak_210
chr1,56411225,56411639,415,56411345,20,8.30815,4.01864,5.20033,meDIP2x_TIvsCI_peak_211
chr1,56535419,56535722,304,56535522,24,15.53316,6.75748,11.64947,meDIP2x_TIvsCI_peak_212
chr1,56634226,56634515,290,56634391,20,9.30903,4.47052,6.05297,meDIP2x_TIvsCI_peak_213
chr1,56684138,56684447,310,56684370,17,9.14938,4.86538,5.91703,meDIP2x_TIvsCI_peak_214
chr1,56756624,56757015,392,56756910,47,10.69568,2.94154,7.27951,meDIP2x_TIvsCI_peak_215
chr1,56767242,56767563,322,56767469,28,6.54877,2.75988,3.7499,meDIP2x_TIvsCI_peak_216
chr1,56843372,56843695,324,56843668,64,5.69354,1.83962,3.05917,meDIP2x_TIvsCI_peak_217
chr1,56868349,56868805,457,56868423,53,12.23655,3.01632,8.64768,meDIP2x_TIvsCI_peak_218
chr1,57028430,57028993,564,57028820,30,21.67897,8.37927,17.42199,meDIP2x_TIvsCI_peak_219
chr1,57058660,57059316,657,57059217,21,8.12095,3.82352,5.04541,meDIP2x_TIvsCI_peak_220
chr1,57081789,57082059,271,57081919,47,13.52575,3.50956,9.81875,meDIP2x_TIvsCI_peak_221
chr1,57179674,57180144,471,57179807,25,6.52696,2.91379,3.73618,meDIP2x_TIvsCI_peak_222
chr1,57184859,57185149,291,57184934,14,6.74017,4.05449,3.88076,meDIP2x_TIvsCI_peak_223
chr1,57185939,57186180,242,57186018,28,17.74694,6.95571,13.71061,meDIP2x_TIvsCI_peak_224
chr1,57190593,57191045,453,57190944,19,7.60706,3.82728,4.60303,meDIP2x_TIvsCI_peak_225
chr1,57227544,57227917,374,57227669,168,47.39814,3.8598,42.34208,meDIP2x_TIvsCI_peak_226
chr1,57263245,57263585,341,57263309,16,8.3215,4.59508,5.20033,meDIP2x_TIvsCI_peak_227
chr1,57429206,57430162,957,57429368,42,29.92913,9.15392,25.32833,meDIP2x_TIvsCI_peak_228
chr1,57435127,57435426,300,57435391,18,6.92663,3.63591,4.04379,meDIP2x_TIvsCI_peak_229
chr1,57436418,57436685,268,57436594,29,14.105,5.2139,10.34425,meDIP2x_TIvsCI_peak_230
chr1,57502323,57502650,328,57502505,20,10.29158,4.93642,6.91308,meDIP2x_TIvsCI_peak_231
chr1,57817975,57818429,455,57818242,60,20.97156,4.29422,16.75156,meDIP2x_TIvsCI_peak_232
chr1,57833239,57833502,264,57833318,16,8.3215,4.59508,5.20033,meDIP2x_TIvsCI_peak_233
chr1,57861961,57862330,370,57862018,20,9.018,4.33675,5.81702,meDIP2x_TIvsCI_peak_234
chr1,57942418,57942692,275,57942505,35,9.15621,3.11308,5.91977,meDIP2x_TIvsCI_peak_235
chr1,58174380,58174615,236,58174494,38,11.4831,3.53392,7.97248,meDIP2x_TIvsCI_peak_236
chr1,58673324,58673562,239,58673445,61,10.38596,2.51473,6.99873,meDIP2x_TIvsCI_peak_237
chr1,58683455,58684031,577,58683540,58,5.24007,1.83434,2.71168,meDIP2x_TIvsCI_peak_238
chr1,58706894,58707140,247,58707005,241,34.7038,2.47794,29.9581,meDIP2x_TIvsCI_peak_239
chr1,58783927,58785649,1723,58784770,99,41.32629,5.4257,36.40784,meDIP2x_TIvsCI_peak_240
chr10,1293094,1293448,355,1293265,47,12.89792,3.37906,9.24384,meDIP2x_TIvsCI_peak_241
chr10,1921193,1922030,838,1921882,19,10.8732,5.40598,7.4228,meDIP2x_TIvsCI_peak_242
chr10,1969651,1970045,395,1969773,29,11.82358,4.36688,8.26902,meDIP2x_TIvsCI_peak_243
chr10,2231261,2231501,241,2231475,35,6.77026,2.53429,3.90826,meDIP2x_TIvsCI_peak_244
chr10,3834372,3834658,287,3834411,15,5.01984,3.06182,2.53294,meDIP2x_TIvsCI_peak_245
chr10,3848931,3849304,374,3849290,27,4.63735,2.26001,2.22544,meDIP2x_TIvsCI_peak_246
chr10,3914024,3914268,245,3914082,27,10.39375,4.06835,7.00586,meDIP2x_TIvsCI_peak_247
chr10,4225020,4225264,245,4225099,28,19.57044,7.83867,15.42444,meDIP2x_TIvsCI_peak_248
chr10,4267128,4267405,278,4267213,12,4.97689,3.35171,2.50673,meDIP2x_TIvsCI_peak_249
chr10,4374660,4374898,239,4374745,24,15.53316,6.75748,11.64947,meDIP2x_TIvsCI_peak_250
chr10,4406210,4406469,260,4406376,19,9.67297,4.79704,6.37842,meDIP2x_TIvsCI_peak_251
chr10,4486560,4486821,262,4486675,29,11.01841,4.08804,7.55174,meDIP2x_TIvsCI_peak_252
chr10,4488546,4488853,308,4488611,55,5.9277,1.96721,3.25832,meDIP2x_TIvsCI_peak_253
chr10,4508808,4509086,279,4509016,120,11.65965,1.99383,8.13738,meDIP2x_TIvsCI_peak_254
chr10,5286420,5286791,372,5286631,31,11.52597,4.06779,8.01149,meDIP2x_TIvsCI_peak_255
chr10,5474645,5474976,332,5474780,25,10.98358,4.51871,7.52028,meDIP2x_TIvsCI_peak_256
chr10,6181978,6182228,251,6182109,36,6.81387,2.51131,3.94404,meDIP2x_TIvsCI_peak_257
