chr,start,end,length,abs_summit,pileup,#NAME?,fold_enrichment,#NAME?,name
chr1,2340254,2340705,452,2340629,87,12.50302,2.35592,8.90626,negER_hmeDIP2x_TIIvsCII_peak_22
chr1,2359983,2360655,673,2360236,124,5.79811,1.55029,3.13526,negER_hmeDIP2x_TIIvsCII_peak_23
chr1,2365035,2365360,326,2365281,235,8.85828,1.50513,5.69442,negER_hmeDIP2x_TIIvsCII_peak_24
chr1,2371612,2371866,255,2371747,47,25.26616,6.53301,20.87627,negER_hmeDIP2x_TIIvsCII_peak_25
chr1,2462391,2463205,815,2463178,124,5.65165,1.53928,3.01063,negER_hmeDIP2x_TIIvsCII_peak_26
chr1,2510262,2510635,374,2510599,51,6.4823,2.10884,3.68595,negER_hmeDIP2x_TIIvsCII_peak_27
chr1,2584571,2587432,2862,2586527,57,23.84299,5.09375,19.51591,negER_hmeDIP2x_TIIvsCII_peak_28
chr1,2646540,2647013,474,2646553,143,5.84318,1.50576,3.16743,negER_hmeDIP2x_TIIvsCII_peak_29
chr1,2655583,2656217,635,2655585,116,5.50402,1.55097,2.88243,negER_hmeDIP2x_TIIvsCII_peak_30
chr1,2668454,2669099,646,2668627,138,22.05941,2.56995,17.81157,negER_hmeDIP2x_TIIvsCII_peak_31
chr1,2679560,2679871,312,2679649,29,5.80076,2.50762,3.13605,negER_hmeDIP2x_TIIvsCII_peak_32
chr1,2692607,2692817,211,2692723,149,12.31286,1.88737,8.73133,negER_hmeDIP2x_TIIvsCII_peak_33
chr1,2705178,2705467,290,2705311,30,5.00171,2.26366,2.48257,negER_hmeDIP2x_TIIvsCII_peak_34
chr1,2718814,2719111,298,2718876,19,6.99887,3.56111,4.12082,negER_hmeDIP2x_TIIvsCII_peak_35
chr1,2742366,2742729,364,2742633,59,10.79281,2.617,7.38317,negER_hmeDIP2x_TIIvsCII_peak_36
chr1,2745460,2745668,209,2745665,100,4.91375,1.55265,2.41732,negER_hmeDIP2x_TIIvsCII_peak_37
chr1,2846726,2846948,223,2846822,80,18.41559,3.13805,14.36117,negER_hmeDIP2x_TIIvsCII_peak_38
chr1,2861423,2861611,189,2861544,65,17.70156,3.49431,13.69284,negER_hmeDIP2x_TIIvsCII_peak_39
chr1,2891758,2892127,370,2892021,124,22.03903,2.72221,17.79165,negER_hmeDIP2x_TIIvsCII_peak_40
chr1,3122032,3122331,300,3122083,108,8.26915,1.80362,5.18512,negER_hmeDIP2x_TIIvsCII_peak_41
chr1,3165171,3165487,317,3165338,31,11.43387,4.0382,7.94486,negER_hmeDIP2x_TIIvsCII_peak_42
chr1,3223991,3224213,223,3224085,48,23.08971,5.76378,18.79453,negER_hmeDIP2x_TIIvsCII_peak_43
chr1,3233199,3233476,278,3233274,38,8.10671,2.73269,5.04802,negER_hmeDIP2x_TIIvsCII_peak_44
chr1,3378065,3378408,344,3378269,122,8.84547,1.78031,5.683,negER_hmeDIP2x_TIIvsCII_peak_45
chr1,3557708,3557925,218,3557709,98,4.80211,1.54939,2.32591,negER_hmeDIP2x_TIIvsCII_peak_46
chr1,3806566,3806776,211,3806627,60,9.56689,2.41726,6.30128,negER_hmeDIP2x_TIIvsCII_peak_47
chr1,3827242,3827430,189,3827332,59,4.64121,1.74076,2.21134,negER_hmeDIP2x_TIIvsCII_peak_48
chr1,4016419,4016624,206,4016572,104,7.02596,1.721,4.14543,negER_hmeDIP2x_TIIvsCII_peak_49
chr1,4016949,4017193,245,4017032,119,9.99138,1.87805,6.67063,negER_hmeDIP2x_TIIvsCII_peak_50
chr1,4074859,4075053,195,4074998,73,11.78845,2.47895,8.26351,negER_hmeDIP2x_TIIvsCII_peak_51
chr1,4096927,4097177,251,4097065,66,6.92038,1.97695,4.05339,negER_hmeDIP2x_TIIvsCII_peak_52
chr1,4314549,4314777,229,4314724,118,4.90481,1.49731,2.41133,negER_hmeDIP2x_TIIvsCII_peak_53
chr1,4573836,4574067,232,4573924,49,10.39994,2.81947,7.02898,negER_hmeDIP2x_TIIvsCII_peak_54
chr1,4651967,4652177,211,4652019,23,7.91745,3.54491,4.89283,negER_hmeDIP2x_TIIvsCII_peak_55
chr1,5022123,5022537,415,5022458,108,5.99876,1.61821,3.29202,negER_hmeDIP2x_TIIvsCII_peak_56
chr1,5226869,5227234,366,5227029,183,6.03829,1.44462,3.32604,negER_hmeDIP2x_TIIvsCII_peak_57
chr1,5229987,5230425,439,5230055,161,8.32182,1.61598,5.23302,negER_hmeDIP2x_TIIvsCII_peak_58
chr1,5394512,5394703,192,5394642,73,7.81414,2.0122,4.80338,negER_hmeDIP2x_TIIvsCII_peak_59
chr1,5928556,5928910,355,5928792,117,8.35877,1.76697,5.26396,negER_hmeDIP2x_TIIvsCII_peak_60
chr1,6064762,6065039,278,6064987,119,4.69339,1.47771,2.23901,negER_hmeDIP2x_TIIvsCII_peak_61
chr1,6256936,6257164,229,6257027,68,8.15034,2.10774,5.08255,negER_hmeDIP2x_TIIvsCII_peak_62
chr1,6340567,6340761,195,6340695,113,23.59551,3.00555,19.27866,negER_hmeDIP2x_TIIvsCII_peak_63
chr1,6454044,6454527,484,6454413,137,5.65658,1.50666,3.01249,negER_hmeDIP2x_TIIvsCII_peak_64
chr1,6454845,6455040,196,6454910,134,7.77988,1.66014,4.77294,negER_hmeDIP2x_TIIvsCII_peak_65
chr1,6707900,6708114,215,6708052,45,6.92199,2.29519,4.05439,negER_hmeDIP2x_TIIvsCII_peak_66
chr1,7137700,7138093,394,7137858,126,11.82174,1.96982,8.2939,negER_hmeDIP2x_TIIvsCII_peak_67
chr1,7886298,7886797,500,7886406,44,9.49639,2.81202,6.24153,negER_hmeDIP2x_TIIvsCII_peak_68
chr1,7995443,7995741,299,7995593,110,10.74449,1.98862,7.34022,negER_hmeDIP2x_TIIvsCII_peak_69
chr1,7997068,7997373,306,7997207,82,6.59268,1.80403,3.78064,negER_hmeDIP2x_TIIvsCII_peak_70
chr1,8346452,8347007,556,8346640,94,12.72323,2.29513,9.10492,negER_hmeDIP2x_TIIvsCII_peak_71
chr1,8375886,8376117,232,8375952,11,6.08405,4.13267,3.36803,negER_hmeDIP2x_TIIvsCII_peak_72
chr1,8706986,8707192,207,8707074,24,11.49123,4.86483,7.99667,negER_hmeDIP2x_TIIvsCII_peak_73
chr1,9475205,9475440,236,9475416,83,6.22595,1.75956,3.48925,negER_hmeDIP2x_TIIvsCII_peak_74
chr1,9570187,9570432,246,9570398,26,9.01325,3.67482,5.82471,negER_hmeDIP2x_TIIvsCII_peak_75
chr1,9745030,9745283,254,9745110,105,7.08296,1.72112,4.19685,negER_hmeDIP2x_TIIvsCII_peak_76
chr1,10231134,10231321,188,10231193,118,9.04278,1.81328,5.8474,negER_hmeDIP2x_TIIvsCII_peak_77
chr1,10258334,10258660,327,10258474,84,11.0202,2.24098,7.57591,negER_hmeDIP2x_TIIvsCII_peak_78
chr1,10812336,10812665,330,10812583,69,5.63964,1.79102,2.99958,negER_hmeDIP2x_TIIvsCII_peak_79
chr1,10831528,10831713,186,10831619,79,15.7936,2.84492,11.91708,negER_hmeDIP2x_TIIvsCII_peak_80
chr1,11507420,11507639,220,11507427,18,4.43074,2.58598,2.04555,negER_hmeDIP2x_TIIvsCII_peak_81
chr1,11534859,11535083,225,11535001,14,5.42581,3.3616,2.83138,negER_hmeDIP2x_TIIvsCII_peak_82
chr1,11763185,11763450,266,11763287,35,8.18224,2.87069,5.11088,negER_hmeDIP2x_TIIvsCII_peak_83
chr1,11799684,11799982,299,11799918,154,8.59587,1.65067,5.46692,negER_hmeDIP2x_TIIvsCII_peak_84
chr1,11879507,11879777,271,11879586,128,15.30959,2.19751,11.46684,negER_hmeDIP2x_TIIvsCII_peak_85
chr1,11907248,11907548,301,11907435,90,8.68251,1.95341,5.54234,negER_hmeDIP2x_TIIvsCII_peak_86
chr1,11932984,11933208,225,11932992,37,6.42682,2.39507,3.63575,negER_hmeDIP2x_TIIvsCII_peak_87
chr1,12001785,12001971,187,12001867,35,15.35266,4.89976,11.50558,negER_hmeDIP2x_TIIvsCII_peak_88
chr1,12221800,12221992,193,12221873,59,13.24621,2.99373,9.57438,negER_hmeDIP2x_TIIvsCII_peak_89
chr1,12473673,12473866,194,12473780,60,6.08424,1.93145,3.36803,negER_hmeDIP2x_TIIvsCII_peak_90
chr1,12624179,12624394,216,12624311,66,12.13974,2.65503,8.5777,negER_hmeDIP2x_TIIvsCII_peak_91
chr1,12875598,12875802,205,12875690,84,19.92991,3.22101,15.7876,negER_hmeDIP2x_TIIvsCII_peak_92
chr1,13047416,13047603,188,13047445,25,6.37181,2.86394,3.5922,negER_hmeDIP2x_TIIvsCII_peak_93
chr1,13127094,13127282,189,13127161,23,10.9199,4.76267,7.49022,negER_hmeDIP2x_TIIvsCII_peak_94
chr1,13291206,13291454,249,13291299,28,13.61491,5.16361,9.91376,negER_hmeDIP2x_TIIvsCII_peak_95
chr1,13572004,13572587,584,13572504,88,11.83489,2.27716,8.30614,negER_hmeDIP2x_TIIvsCII_peak_96
chr1,14185693,14185900,208,14185764,85,5.74709,1.69879,3.08894,negER_hmeDIP2x_TIIvsCII_peak_97
chr1,14964540,14964783,244,14964715,59,8.09539,2.225,5.03977,negER_hmeDIP2x_TIIvsCII_peak_98
chr1,15067037,15067247,211,15067220,77,9.45872,2.15477,6.21201,negER_hmeDIP2x_TIIvsCII_peak_99
chr1,15235103,15235334,232,15235214,31,6.25745,2.55172,3.51676,negER_hmeDIP2x_TIIvsCII_peak_100
chr1,15653193,15653377,185,15653285,23,7.16179,3.2665,4.26403,negER_hmeDIP2x_TIIvsCII_peak_101
chr1,16031878,16032064,187,16031991,21,13.10787,6.16804,9.45156,negER_hmeDIP2x_TIIvsCII_peak_102
chr1,16437037,16437292,256,16437094,142,15.03193,2.08722,11.21146,negER_hmeDIP2x_TIIvsCII_peak_103
chr1,17019947,17020141,195,17020017,65,10.45137,2.4475,7.07613,negER_hmeDIP2x_TIIvsCII_peak_104
chr1,17059540,17059949,410,17059797,164,5.91285,1.46841,3.22258,negER_hmeDIP2x_TIIvsCII_peak_105
chr1,17756433,17756674,242,17756573,15,7.13114,4.11826,4.23764,negER_hmeDIP2x_TIIvsCII_peak_106
chr1,17787854,17788135,282,17787953,34,6.71515,2.55575,3.88936,negER_hmeDIP2x_TIIvsCII_peak_107
chr1,18008886,18009094,209,18008995,40,15.7403,4.51622,11.86817,negER_hmeDIP2x_TIIvsCII_peak_108
chr1,18208687,18209027,341,18208935,36,14.96513,4.66916,11.1513,negER_hmeDIP2x_TIIvsCII_peak_109
chr1,18209305,18209590,286,18209421,26,9.01325,3.67482,5.82471,negER_hmeDIP2x_TIIvsCII_peak_110
chr1,18634970,18635488,519,18635029,56,26.87136,5.90342,22.41672,negER_hmeDIP2x_TIIvsCII_peak_111
chr1,18706919,18707209,291,18707060,60,5.1279,1.79991,2.59357,negER_hmeDIP2x_TIIvsCII_peak_112
chr1,19403275,19403577,303,19403381,18,12.95004,6.77071,9.31026,negER_hmeDIP2x_TIIvsCII_peak_113
chr1,19467750,19467959,210,19467803,22,17.25741,8.19612,13.27512,negER_hmeDIP2x_TIIvsCII_peak_114
chr1,19491560,19491823,264,19491687,63,17.23542,3.4952,13.25759,negER_hmeDIP2x_TIIvsCII_peak_115
chr1,19585974,19586182,209,19586172,25,5.02988,2.44697,2.50812,negER_hmeDIP2x_TIIvsCII_peak_116
chr1,19902100,19902333,234,19902211,48,21.75737,5.39743,17.52547,negER_hmeDIP2x_TIIvsCII_peak_117
chr1,19909644,19909839,196,19909754,18,8.2594,4.25802,5.17611,negER_hmeDIP2x_TIIvsCII_peak_118
chr1,20030352,20030623,272,20030414,22,4.87828,2.53349,2.3928,negER_hmeDIP2x_TIIvsCII_peak_119
chr1,20156529,20156778,250,20156651,21,10.43807,4.84581,7.06361,negER_hmeDIP2x_TIIvsCII_peak_120
chr1,20161240,20161501,262,20161299,101,4.82032,1.54069,2.34296,negER_hmeDIP2x_TIIvsCII_peak_121
chr1,20231647,20231895,249,20231803,38,10.37526,3.25991,7.00884,negER_hmeDIP2x_TIIvsCII_peak_122
chr1,20463045,20463275,231,20463117,23,7.91745,3.54491,4.89283,negER_hmeDIP2x_TIIvsCII_peak_123
chr1,20470152,20470387,236,20470284,24,7.0559,3.15484,4.17101,negER_hmeDIP2x_TIIvsCII_peak_124
chr1,20536041,20536242,202,20536225,13,6.78551,4.23202,3.94121,negER_hmeDIP2x_TIIvsCII_peak_125
chr1,20813635,20813832,198,20813700,26,10.88718,4.35959,7.46318,negER_hmeDIP2x_TIIvsCII_peak_126
chr1,21055369,21055560,192,21055479,74,13.48571,2.66711,9.79835,negER_hmeDIP2x_TIIvsCII_peak_127
chr1,21367162,21367384,223,21367332,33,12.80949,4.29058,9.18324,negER_hmeDIP2x_TIIvsCII_peak_128
chr1,21667650,21667861,212,21667798,33,12.80949,4.29058,9.18324,negER_hmeDIP2x_TIIvsCII_peak_129
chr1,21737673,21738094,422,21737761,152,13.18292,1.92512,9.51726,negER_hmeDIP2x_TIIvsCII_peak_130
chr1,22349382,22349621,240,22349536,51,10.86219,2.83985,7.44132,negER_hmeDIP2x_TIIvsCII_peak_131
chr1,22845014,22845220,207,22845147,147,10.66166,1.79697,7.26334,negER_hmeDIP2x_TIIvsCII_peak_132
chr1,22857262,22857550,289,22857376,53,4.96187,1.84462,2.45587,negER_hmeDIP2x_TIIvsCII_peak_133
chr1,22860140,22860326,187,22860217,18,7.34101,3.82463,4.39971,negER_hmeDIP2x_TIIvsCII_peak_134
chr1,22920909,22921131,223,22920996,18,11.13271,5.74346,7.67845,negER_hmeDIP2x_TIIvsCII_peak_135
chr1,23081315,23081649,335,23081503,109,4.42115,1.48083,2.04006,negER_hmeDIP2x_TIIvsCII_peak_136
chr1,23665866,23666094,229,23665983,23,9.7668,4.27334,6.48157,negER_hmeDIP2x_TIIvsCII_peak_137
chr1,23998819,23999014,196,23998946,17,9.21413,4.89966,5.99817,negER_hmeDIP2x_TIIvsCII_peak_138
chr1,24263571,24263782,212,24263599,77,10.09772,2.22573,6.76688,negER_hmeDIP2x_TIIvsCII_peak_139
chr1,24269752,24269967,216,24269847,48,10.52688,2.87519,7.14331,negER_hmeDIP2x_TIIvsCII_peak_140
chr1,24333308,24333542,235,24333428,136,12.59161,1.96652,8.98535,negER_hmeDIP2x_TIIvsCII_peak_141
chr1,24336619,24336812,194,24336709,30,12.73819,4.57884,9.11753,negER_hmeDIP2x_TIIvsCII_peak_142
chr1,24537908,24538382,475,24537980,23,10.9199,4.76267,7.49022,negER_hmeDIP2x_TIIvsCII_peak_143
chr1,24670803,24671325,523,24671056,104,6.46516,1.67352,3.67082,negER_hmeDIP2x_TIIvsCII_peak_144
chr1,24672597,24672802,206,24672689,55,22.3534,4.91811,18.09422,negER_hmeDIP2x_TIIvsCII_peak_145
chr1,25129630,25129967,338,25129721,73,11.78845,2.47895,8.26351,negER_hmeDIP2x_TIIvsCII_peak_146
chr1,25399642,25399826,185,25399649,11,5.24013,3.62745,2.68495,negER_hmeDIP2x_TIIvsCII_peak_147
chr1,25460706,25460957,252,25460843,26,16.81845,6.94956,12.86834,negER_hmeDIP2x_TIIvsCII_peak_148
chr1,25475558,25475776,219,25475670,75,18.12777,3.23348,14.09188,negER_hmeDIP2x_TIIvsCII_peak_149
chr1,25636449,25636831,383,25636541,80,8.99534,2.07247,5.81316,negER_hmeDIP2x_TIIvsCII_peak_150
chr1,25658802,25659017,216,25658935,15,9.94832,5.70165,6.63185,negER_hmeDIP2x_TIIvsCII_peak_151
chr1,25836692,25837134,443,25836692,83,4.68686,1.5985,2.23901,negER_hmeDIP2x_TIIvsCII_peak_152
chr1,25927629,25927849,221,25927727,99,15.82508,2.52138,11.94649,negER_hmeDIP2x_TIIvsCII_peak_153
chr1,26234118,26234410,293,26234166,51,6.79741,2.15937,3.94786,negER_hmeDIP2x_TIIvsCII_peak_154
chr1,26563459,26563771,313,26563532,98,12.86244,2.26544,9.23108,negER_hmeDIP2x_TIIvsCII_peak_155
chr1,26621600,26621797,198,26621736,54,9.89317,2.59483,6.59327,negER_hmeDIP2x_TIIvsCII_peak_156
chr1,26674380,26674647,268,26674450,108,6.8763,1.69063,4.014,negER_hmeDIP2x_TIIvsCII_peak_157
chr1,26854872,26855096,225,26855059,20,4.90711,2.65007,2.41133,negER_hmeDIP2x_TIIvsCII_peak_158
chr1,26996023,26996275,253,26996154,32,10.38871,3.63501,7.01944,negER_hmeDIP2x_TIIvsCII_peak_159
chr1,27041765,27042030,266,27042000,28,6.28012,2.68283,3.53168,negER_hmeDIP2x_TIIvsCII_peak_160
chr1,27073651,27073863,213,27073787,35,6.71945,2.52249,3.89135,negER_hmeDIP2x_TIIvsCII_peak_161
chr1,27207722,27207934,213,27207833,81,16.43357,2.87862,12.5103,negER_hmeDIP2x_TIIvsCII_peak_162
chr1,27208319,27208581,263,27208469,57,9.91773,2.52976,6.61238,negER_hmeDIP2x_TIIvsCII_peak_163
chr1,27209149,27209390,242,27209269,142,26.94885,2.85729,22.49083,negER_hmeDIP2x_TIIvsCII_peak_164
chr1,27209822,27210204,383,27209941,85,19.86903,3.18917,15.73028,negER_hmeDIP2x_TIIvsCII_peak_165
chr1,27211401,27211789,389,27211551,121,17.08323,2.38275,13.11682,negER_hmeDIP2x_TIIvsCII_peak_166
chr1,27466546,27466762,217,27466679,33,11.86932,3.99936,8.33767,negER_hmeDIP2x_TIIvsCII_peak_167
chr1,27487794,27488087,294,27487958,100,9.97483,1.99509,6.6563,negER_hmeDIP2x_TIIvsCII_peak_168
chr1,27580881,27581073,193,27580992,113,7.53833,1.72195,4.57165,negER_hmeDIP2x_TIIvsCII_peak_169
chr1,27651789,27652006,218,27651917,23,8.77754,3.87519,5.62192,negER_hmeDIP2x_TIIvsCII_peak_170
chr1,28145139,28145386,248,28145270,95,16.62204,2.65203,12.68747,negER_hmeDIP2x_TIIvsCII_peak_171
chr1,28309951,28310152,202,28310032,130,18.42061,2.39648,14.36576,negER_hmeDIP2x_TIIvsCII_peak_172
chr1,28323865,28324082,218,28323994,91,14.49268,2.50165,10.71552,negER_hmeDIP2x_TIIvsCII_peak_173
chr1,28648242,28648543,302,28648265,10,5.49129,3.91988,2.87105,negER_hmeDIP2x_TIIvsCII_peak_174
chr1,28667485,28667705,221,28667608,97,10.37,2.05282,7.00679,negER_hmeDIP2x_TIIvsCII_peak_175
chr1,28718438,28718654,217,28718448,99,5.16584,1.5793,2.62364,negER_hmeDIP2x_TIIvsCII_peak_176
chr1,28754985,28755199,215,28755122,16,7.90617,4.37565,4.88406,negER_hmeDIP2x_TIIvsCII_peak_177
chr1,28936331,28936536,206,28936387,91,6.28344,1.71932,3.53457,negER_hmeDIP2x_TIIvsCII_peak_178
chr1,28979798,28980003,206,28979977,175,5.07495,1.40085,2.54528,negER_hmeDIP2x_TIIvsCII_peak_179
chr1,29257771,29257989,219,29257894,29,8.58281,3.30455,5.45574,negER_hmeDIP2x_TIIvsCII_peak_180
chr1,29282864,29283051,188,29282941,20,13.03447,6.34803,9.38719,negER_hmeDIP2x_TIIvsCII_peak_181
chr1,29400666,29400854,189,29400729,23,10.9199,4.76267,7.49022,negER_hmeDIP2x_TIIvsCII_peak_182
chr1,29467198,29467458,261,29467280,55,10.34022,2.64201,6.98288,negER_hmeDIP2x_TIIvsCII_peak_183
chr1,29562873,29563067,195,29562981,64,18.52381,3.66532,14.46209,negER_hmeDIP2x_TIIvsCII_peak_184
chr1,29815402,29815630,229,29815479,70,16.08624,3.09678,12.18822,negER_hmeDIP2x_TIIvsCII_peak_185
chr1,29899077,29899288,212,29899164,13,6.78551,4.23202,3.94121,negER_hmeDIP2x_TIIvsCII_peak_186
chr1,30204560,30204773,214,30204623,50,10.88784,2.87586,7.46323,negER_hmeDIP2x_TIIvsCII_peak_187
chr1,30298530,30298727,198,30298657,102,7.30698,1.7546,4.36963,negER_hmeDIP2x_TIIvsCII_peak_188
chr1,30364933,30365258,326,30365250,13,4.78143,3.13749,2.30818,negER_hmeDIP2x_TIIvsCII_peak_189
chr1,30406247,30406587,341,30406341,127,7.24398,1.64641,4.31579,negER_hmeDIP2x_TIIvsCII_peak_190
chr1,30431920,30432143,224,30432035,49,17.14246,4.17937,13.1714,negER_hmeDIP2x_TIIvsCII_peak_191
chr1,30729801,30730016,216,30729917,86,21.62064,3.3705,17.39473,negER_hmeDIP2x_TIIvsCII_peak_192
chr1,30742835,30743053,219,30742851,62,4.41686,1.68662,2.03613,negER_hmeDIP2x_TIIvsCII_peak_193
chr1,30873944,30874535,592,30874084,29,11.00395,4.08313,7.56163,negER_hmeDIP2x_TIIvsCII_peak_194
chr1,30875520,30875777,258,30875679,24,14.88864,6.43478,11.08208,negER_hmeDIP2x_TIIvsCII_peak_195
chr1,31591224,31591538,315,31591309,29,8.58281,3.30455,5.45574,negER_hmeDIP2x_TIIvsCII_peak_196
chr1,31595631,31595873,243,31595724,51,14.43728,3.502,10.66436,negER_hmeDIP2x_TIIvsCII_peak_197
chr1,31716299,31716676,378,31716394,144,12.04295,1.89318,8.49167,negER_hmeDIP2x_TIIvsCII_peak_198
chr1,31902085,31902336,252,31902248,15,9.94832,5.70165,6.63185,negER_hmeDIP2x_TIIvsCII_peak_199
chr1,32327278,32327555,278,32327384,23,8.77754,3.87519,5.62192,negER_hmeDIP2x_TIIvsCII_peak_200
chr1,32461524,32461845,322,32461541,77,6.76344,1.85852,3.92702,negER_hmeDIP2x_TIIvsCII_peak_201
chr1,32462663,32462856,194,32462774,30,12.73819,4.57884,9.11753,negER_hmeDIP2x_TIIvsCII_peak_202
chr1,32862206,32862455,250,32862303,59,22.08206,4.57401,17.83312,negER_hmeDIP2x_TIIvsCII_peak_203
chr1,33085819,33086076,258,33086045,10,5.30118,3.80229,2.73649,negER_hmeDIP2x_TIIvsCII_peak_204
chr1,33302162,33302484,323,33302307,51,9.892,2.67148,6.59261,negER_hmeDIP2x_TIIvsCII_peak_205
chr1,33359604,33359834,231,33359792,26,9.89142,3.98802,6.59261,negER_hmeDIP2x_TIIvsCII_peak_206
chr1,33525421,33525673,253,33525585,13,8.07487,4.98894,5.02506,negER_hmeDIP2x_TIIvsCII_peak_207
chr1,33966168,33966459,292,33966314,61,36.3512,7.824,31.59247,negER_hmeDIP2x_TIIvsCII_peak_208
chr1,33999633,33999843,211,33999678,228,6.25233,1.39871,3.51304,negER_hmeDIP2x_TIIvsCII_peak_209
chr1,34391524,34391750,227,34391691,24,7.76255,3.40261,4.75748,negER_hmeDIP2x_TIIvsCII_peak_210
chr1,34866658,34866883,226,34866787,41,17.56677,4.94039,13.56736,negER_hmeDIP2x_TIIvsCII_peak_211
chr1,35252438,35252654,217,35252512,18,12.95004,6.77071,9.31026,negER_hmeDIP2x_TIIvsCII_peak_212
chr1,35289218,35289449,232,35289363,68,13.04882,2.73428,9.39761,negER_hmeDIP2x_TIIvsCII_peak_213
chr1,35613825,35614360,536,35614227,98,9.35394,1.95558,6.12053,negER_hmeDIP2x_TIIvsCII_peak_214
chr1,35751011,35751211,201,35751065,12,7.18136,4.63259,4.26769,negER_hmeDIP2x_TIIvsCII_peak_215
chr1,36001125,36001383,259,36001381,56,4.67969,1.77242,2.23901,negER_hmeDIP2x_TIIvsCII_peak_216
chr1,36029854,36030107,254,36030010,60,17.60059,3.67919,13.59801,negER_hmeDIP2x_TIIvsCII_peak_217
chr1,36086316,36086599,284,36086531,37,14.62883,4.46987,10.84116,negER_hmeDIP2x_TIIvsCII_peak_218
chr1,36415453,36415659,207,36415591,46,7.32018,2.34509,4.38167,negER_hmeDIP2x_TIIvsCII_peak_219
chr1,36417386,36418093,708,36417468,35,7.6604,2.74441,4.67146,negER_hmeDIP2x_TIIvsCII_peak_220
chr1,36598105,36598327,223,36598193,31,16.10269,5.69778,12.20325,negER_hmeDIP2x_TIIvsCII_peak_221
chr1,36630631,36630957,327,36630856,35,14.23473,4.54297,10.47807,negER_hmeDIP2x_TIIvsCII_peak_222
chr1,36649570,36649767,198,36649669,20,6.09933,3.10179,3.37524,negER_hmeDIP2x_TIIvsCII_peak_223
chr1,37159638,37159886,249,37159731,24,6.42458,2.94071,3.63361,negER_hmeDIP2x_TIIvsCII_peak_224
chr1,37738173,37738411,239,37738202,76,9.10884,2.12715,5.90328,negER_hmeDIP2x_TIIvsCII_peak_225
chr1,38078131,38078390,260,38078199,20,7.66211,3.73917,4.67146,negER_hmeDIP2x_TIIvsCII_peak_226
chr1,38523463,38523732,270,38523603,24,11.71468,4.96111,8.19754,negER_hmeDIP2x_TIIvsCII_peak_227
chr1,38752253,38752486,234,38752350,51,8.20538,2.38828,5.13169,negER_hmeDIP2x_TIIvsCII_peak_228
chr1,39367192,39367473,282,39367435,106,4.95067,1.53589,2.44706,negER_hmeDIP2x_TIIvsCII_peak_229
chr1,39631215,39631465,251,39631338,28,5.3561,2.42403,2.78061,negER_hmeDIP2x_TIIvsCII_peak_230
chr1,39650632,39650853,222,39650852,120,5.01264,1.50069,2.49326,negER_hmeDIP2x_TIIvsCII_peak_231
chr1,39781140,39781410,271,39781339,26,4.50952,2.25686,2.10433,negER_hmeDIP2x_TIIvsCII_peak_232
